FIPSCode,LocationType,Location,ParentCounty,TypeofSchool,StaffResponse,TimeFrame,DataFormat,Data
06607500,School District,Carlsbad Unified,San Diego County,Elementary School,Almost No Students,2015_2017,Percent,N_A
06607500,School District,Carlsbad Unified,San Diego County,Middle School,Nearly All Students,2015_2017,Percent,7.1
06607500,School District,Carlsbad Unified,San Diego County,Middle School,Most Students,2015_2017,Percent,78.6
06607500,School District,Carlsbad Unified,San Diego County,Middle School,Some Students,2015_2017,Percent,14.3
06607500,School District,Carlsbad Unified,San Diego County,Middle School,Few Students,2015_2017,Percent,0.0
06607500,School District,Carlsbad Unified,San Diego County,Middle School,Almost No Students,2015_2017,Percent,0.0
06607500,School District,Carlsbad Unified,San Diego County,High School,Nearly All Students,2015_2017,Percent,13.6
06607500,School District,Carlsbad Unified,San Diego County,High School,Most Students,2015_2017,Percent,75.0
06607500,School District,Carlsbad Unified,San Diego County,High School,Some Students,2015_2017,Percent,11.4
06607500,School District,Carlsbad Unified,San Diego County,High School,Few Students,2015_2017,Percent,0.0
06607500,School District,Carlsbad Unified,San Diego County,High School,Almost No Students,2015_2017,Percent,0.0
06607500,School District,Carlsbad Unified,San Diego County,Non_Traditional,Nearly All Students,2015_2017,Percent,0.0
06607500,School District,Carlsbad Unified,San Diego County,Non_Traditional,Most Students,2015_2017,Percent,42.9
06607500,School District,Carlsbad Unified,San Diego County,Non_Traditional,Some Students,2015_2017,Percent,57.1
06607500,School District,Carlsbad Unified,San Diego County,Non_Traditional,Few Students,2015_2017,Percent,0.0
06607500,School District,Carlsbad Unified,San Diego County,Non_Traditional,Almost No Students,2015_2017,Percent,0.0
06607530,School District,Carmel Unified,Monterey County,Elementary School,Nearly All Students,2015_2017,Percent,41.6
06607530,School District,Carmel Unified,Monterey County,Elementary School,Most Students,2015_2017,Percent,57.1
06607530,School District,Carmel Unified,Monterey County,Elementary School,Some Students,2015_2017,Percent,0.0
06607530,School District,Carmel Unified,Monterey County,Elementary School,Few Students,2015_2017,Percent,0.0
06607530,School District,Carmel Unified,Monterey County,Elementary School,Almost No Students,2015_2017,Percent,1.3
06607530,School District,Carmel Unified,Monterey County,Middle School,Nearly All Students,2015_2017,Percent,37.5
06607530,School District,Carmel Unified,Monterey County,Middle School,Most Students,2015_2017,Percent,62.5
06607530,School District,Carmel Unified,Monterey County,Middle School,Some Students,2015_2017,Percent,0.0
06607530,School District,Carmel Unified,Monterey County,Middle School,Few Students,2015_2017,Percent,0.0
06607530,School District,Carmel Unified,Monterey County,Middle School,Almost No Students,2015_2017,Percent,0.0
06607530,School District,Carmel Unified,Monterey County,High School,Nearly All Students,2015_2017,Percent,12.8
06607530,School District,Carmel Unified,Monterey County,High School,Most Students,2015_2017,Percent,74.4
06607530,School District,Carmel Unified,Monterey County,High School,Some Students,2015_2017,Percent,12.8
06607530,School District,Carmel Unified,Monterey County,High School,Few Students,2015_2017,Percent,0.0
06607530,School District,Carmel Unified,Monterey County,High School,Almost No Students,2015_2017,Percent,0.0
06607530,School District,Carmel Unified,Monterey County,Non_Traditional,Nearly All Students,2015_2017,Percent,S
06607530,School District,Carmel Unified,Monterey County,Non_Traditional,Most Students,2015_2017,Percent,S
06607530,School District,Carmel Unified,Monterey County,Non_Traditional,Some Students,2015_2017,Percent,S
06607530,School District,Carmel Unified,Monterey County,Non_Traditional,Few Students,2015_2017,Percent,S
06607530,School District,Carmel Unified,Monterey County,Non_Traditional,Almost No Students,2015_2017,Percent,S
06607560,School District,Carpinteria Unified,Santa Barbara County,Elementary School,Nearly All Students,2015_2017,Percent,12.0
06607560,School District,Carpinteria Unified,Santa Barbara County,Elementary School,Most Students,2015_2017,Percent,57.0
06607560,School District,Carpinteria Unified,Santa Barbara County,Elementary School,Some Students,2015_2017,Percent,30.0
06607560,School District,Carpinteria Unified,Santa Barbara County,Elementary School,Few Students,2015_2017,Percent,1.0
06607560,School District,Carpinteria Unified,Santa Barbara County,Elementary School,Almost No Students,2015_2017,Percent,0.0
06607560,School District,Carpinteria Unified,Santa Barbara County,Middle School,Nearly All Students,2015_2017,Percent,2.9
06607560,School District,Carpinteria Unified,Santa Barbara County,Middle School,Most Students,2015_2017,Percent,67.6
06607560,School District,Carpinteria Unified,Santa Barbara County,Middle School,Some Students,2015_2017,Percent,29.4
06607560,School District,Carpinteria Unified,Santa Barbara County,Middle School,Few Students,2015_2017,Percent,0.0
06607560,School District,Carpinteria Unified,Santa Barbara County,Middle School,Almost No Students,2015_2017,Percent,0.0
06607560,School District,Carpinteria Unified,Santa Barbara County,High School,Nearly All Students,2015_2017,Percent,9.8
06607560,School District,Carpinteria Unified,Santa Barbara County,High School,Most Students,2015_2017,Percent,62.3
06607560,School District,Carpinteria Unified,Santa Barbara County,High School,Some Students,2015_2017,Percent,26.2
06607560,School District,Carpinteria Unified,Santa Barbara County,High School,Few Students,2015_2017,Percent,1.6
06607560,School District,Carpinteria Unified,Santa Barbara County,High School,Almost No Students,2015_2017,Percent,0.0
06607560,School District,Carpinteria Unified,Santa Barbara County,Non_Traditional,Nearly All Students,2015_2017,Percent,0.0
06607560,School District,Carpinteria Unified,Santa Barbara County,Non_Traditional,Most Students,2015_2017,Percent,12.5
06607560,School District,Carpinteria Unified,Santa Barbara County,Non_Traditional,Some Students,2015_2017,Percent,37.5
06607560,School District,Carpinteria Unified,Santa Barbara County,Non_Traditional,Few Students,2015_2017,Percent,25.0
06607560,School District,Carpinteria Unified,Santa Barbara County,Non_Traditional,Almost No Students,2015_2017,Percent,25.0
06607800,School District,Castro Valley Unified,Alameda County,Elementary School,Nearly All Students,2015_2017,Percent,15.2
06607800,School District,Castro Valley Unified,Alameda County,Elementary School,Most Students,2015_2017,Percent,73.9
06607800,School District,Castro Valley Unified,Alameda County,Elementary School,Some Students,2015_2017,Percent,10.3
06607800,School District,Castro Valley Unified,Alameda County,Elementary School,Few Students,2015_2017,Percent,0.6
06607800,School District,Castro Valley Unified,Alameda County,Elementary School,Almost No Students,2015_2017,Percent,0.0
06607800,School District,Castro Valley Unified,Alameda County,Middle School,Nearly All Students,2015_2017,Percent,9.3
06607800,School District,Castro Valley Unified,Alameda County,Middle School,Most Students,2015_2017,Percent,66.3
06607800,School District,Castro Valley Unified,Alameda County,Middle School,Some Students,2015_2017,Percent,23.3
06607800,School District,Castro Valley Unified,Alameda County,Middle School,Few Students,2015_2017,Percent,0.0
06607800,School District,Castro Valley Unified,Alameda County,Middle School,Almost No Students,2015_2017,Percent,1.2
06607800,School District,Castro Valley Unified,Alameda County,High School,Nearly All Students,2015_2017,Percent,4.4
06607800,School District,Castro Valley Unified,Alameda County,High School,Most Students,2015_2017,Percent,66.7
06607800,School District,Castro Valley Unified,Alameda County,High School,Some Students,2015_2017,Percent,28.9
06607800,School District,Castro Valley Unified,Alameda County,High School,Few Students,2015_2017,Percent,0.0
06607800,School District,Castro Valley Unified,Alameda County,High School,Almost No Students,2015_2017,Percent,0.0
06607800,School District,Castro Valley Unified,Alameda County,Non_Traditional,Nearly All Students,2015_2017,Percent,0.0
06607800,School District,Castro Valley Unified,Alameda County,Non_Traditional,Most Students,2015_2017,Percent,9.1
06607800,School District,Castro Valley Unified,Alameda County,Non_Traditional,Some Students,2015_2017,Percent,81.8
06607800,School District,Castro Valley Unified,Alameda County,Non_Traditional,Few Students,2015_2017,Percent,9.1
06607800,School District,Castro Valley Unified,Alameda County,Non_Traditional,Almost No Students,2015_2017,Percent,0.0
06607840,School District,Cayucos Elementary,San Luis Obispo County,Elementary School,Nearly All Students,2015_2017,Percent,33.3
06607840,School District,Cayucos Elementary,San Luis Obispo County,Elementary School,Most Students,2015_2017,Percent,55.6
06607840,School District,Cayucos Elementary,San Luis Obispo County,Elementary School,Some Students,2015_2017,Percent,11.1
06607840,School District,Cayucos Elementary,San Luis Obispo County,Elementary School,Few Students,2015_2017,Percent,0.0
06607840,School District,Cayucos Elementary,San Luis Obispo County,Elementary School,Almost No Students,2015_2017,Percent,0.0
06607840,School District,Cayucos Elementary,San Luis Obispo County,Middle School,Nearly All Students,2015_2017,Percent,N_A
06607840,School District,Cayucos Elementary,San Luis Obispo County,Middle School,Most Students,2015_2017,Percent,N_A
06607840,School District,Cayucos Elementary,San Luis Obispo County,Middle School,Some Students,2015_2017,Percent,N_A
06607840,School District,Cayucos Elementary,San Luis Obispo County,Middle School,Few Students,2015_2017,Percent,N_A
06607840,School District,Cayucos Elementary,San Luis Obispo County,Middle School,Almost No Students,2015_2017,Percent,N_A
06607840,School District,Cayucos Elementary,San Luis Obispo County,High School,Nearly All Students,2015_2017,Percent,N_A
06607840,School District,Cayucos Elementary,San Luis Obispo County,High School,Most Students,2015_2017,Percent,N_A
06607840,School District,Cayucos Elementary,San Luis Obispo County,High School,Some Students,2015_2017,Percent,N_A
06607840,School District,Cayucos Elementary,San Luis Obispo County,High School,Few Students,2015_2017,Percent,N_A
06607840,School District,Cayucos Elementary,San Luis Obispo County,High School,Almost No Students,2015_2017,Percent,N_A
06607840,School District,Cayucos Elementary,San Luis Obispo County,Non_Traditional,Nearly All Students,2015_2017,Percent,N_A
06607840,School District,Cayucos Elementary,San Luis Obispo County,Non_Traditional,Most Students,2015_2017,Percent,N_A
06607840,School District,Cayucos Elementary,San Luis Obispo County,Non_Traditional,Some Students,2015_2017,Percent,N_A
06607840,School District,Cayucos Elementary,San Luis Obispo County,Non_Traditional,Few Students,2015_2017,Percent,N_A
06607840,School District,Cayucos Elementary,San Luis Obispo County,Non_Traditional,Almost No Students,2015_2017,Percent,N_A
06607900,School District,Center Joint Unified,Sacramento County,Elementary School,Nearly All Students,2015_2017,Percent,7.6
06607900,School District,Center Joint Unified,Sacramento County,Elementary School,Most Students,2015_2017,Percent,54.4
06607900,School District,Center Joint Unified,Sacramento County,Elementary School,Some Students,2015_2017,Percent,35.4
06607900,School District,Center Joint Unified,Sacramento County,Elementary School,Few Students,2015_2017,Percent,2.5
06607900,School District,Center Joint Unified,Sacramento County,Elementary School,Almost No Students,2015_2017,Percent,0.0
06607900,School District,Center Joint Unified,Sacramento County,Middle School,Nearly All Students,2015_2017,Percent,9.4
06607900,School District,Center Joint Unified,Sacramento County,Middle School,Most Students,2015_2017,Percent,53.1
06607900,School District,Center Joint Unified,Sacramento County,Middle School,Some Students,2015_2017,Percent,34.4
06607900,School District,Center Joint Unified,Sacramento County,Middle School,Few Students,2015_2017,Percent,3.1
06607900,School District,Center Joint Unified,Sacramento County,Middle School,Almost No Students,2015_2017,Percent,0.0
06607900,School District,Center Joint Unified,Sacramento County,High School,Nearly All Students,2015_2017,Percent,3.3
06607900,School District,Center Joint Unified,Sacramento County,High School,Most Students,2015_2017,Percent,54.1
06607900,School District,Center Joint Unified,Sacramento County,High School,Some Students,2015_2017,Percent,37.7
06607900,School District,Center Joint Unified,Sacramento County,High School,Few Students,2015_2017,Percent,4.9
06607900,School District,Center Joint Unified,Sacramento County,High School,Almost No Students,2015_2017,Percent,0.0
06607900,School District,Center Joint Unified,Sacramento County,Non_Traditional,Nearly All Students,2015_2017,Percent,0.0
06607900,School District,Center Joint Unified,Sacramento County,Non_Traditional,Most Students,2015_2017,Percent,22.2
06607900,School District,Center Joint Unified,Sacramento County,Non_Traditional,Some Students,2015_2017,Percent,44.4
06607900,School District,Center Joint Unified,Sacramento County,Non_Traditional,Few Students,2015_2017,Percent,33.3
06607900,School District,Center Joint Unified,Sacramento County,Non_Traditional,Almost No Students,2015_2017,Percent,0.0
06607920,School District,Centinela Valley Union High,Los Angeles County,Elementary School,Nearly All Students,2015_2017,Percent,N_A
06607920,School District,Centinela Valley Union High,Los Angeles County,Elementary School,Most Students,2015_2017,Percent,N_A
06607920,School District,Centinela Valley Union High,Los Angeles County,Elementary School,Some Students,2015_2017,Percent,N_A
06607920,School District,Centinela Valley Union High,Los Angeles County,Elementary School,Few Students,2015_2017,Percent,N_A
06607920,School District,Centinela Valley Union High,Los Angeles County,Elementary School,Almost No Students,2015_2017,Percent,N_A
06607920,School District,Centinela Valley Union High,Los Angeles County,Middle School,Nearly All Students,2015_2017,Percent,N_A
06607920,School District,Centinela Valley Union High,Los Angeles County,Middle School,Most Students,2015_2017,Percent,N_A
06607920,School District,Centinela Valley Union High,Los Angeles County,Middle School,Some Students,2015_2017,Percent,N_A
06607920,School District,Centinela Valley Union High,Los Angeles County,Middle School,Few Students,2015_2017,Percent,N_A
06607920,School District,Centinela Valley Union High,Los Angeles County,Middle School,Almost No Students,2015_2017,Percent,N_A
06607920,School District,Centinela Valley Union High,Los Angeles County,High School,Nearly All Students,2015_2017,Percent,6.0
06607920,School District,Centinela Valley Union High,Los Angeles County,High School,Most Students,2015_2017,Percent,35.6
06607920,School District,Centinela Valley Union High,Los Angeles County,High School,Some Students,2015_2017,Percent,47.0
06607920,School District,Centinela Valley Union High,Los Angeles County,High School,Few Students,2015_2017,Percent,9.7
06607920,School District,Centinela Valley Union High,Los Angeles County,High School,Almost No Students,2015_2017,Percent,1.7
06607920,School District,Centinela Valley Union High,Los Angeles County,Non_Traditional,Nearly All Students,2015_2017,Percent,20.0
06607920,School District,Centinela Valley Union High,Los Angeles County,Non_Traditional,Most Students,2015_2017,Percent,40.0
06607920,School District,Centinela Valley Union High,Los Angeles County,Non_Traditional,Some Students,2015_2017,Percent,0.0
06607920,School District,Centinela Valley Union High,Los Angeles County,Non_Traditional,Few Students,2015_2017,Percent,40.0
06607920,School District,Centinela Valley Union High,Los Angeles County,Non_Traditional,Almost No Students,2015_2017,Percent,0.0
06607970,School District,Central Unified,Fresno County,Elementary School,Nearly All Students,2015_2017,Percent,9.0
06607970,School District,Central Unified,Fresno County,Elementary School,Most Students,2015_2017,Percent,56.0
06607970,School District,Central Unified,Fresno County,Elementary School,Some Students,2015_2017,Percent,31.3
06607970,School District,Central Unified,Fresno County,Elementary School,Few Students,2015_2017,Percent,3.7
06607970,School District,Central Unified,Fresno County,Elementary School,Almost No Students,2015_2017,Percent,0.0
06607970,School District,Central Unified,Fresno County,Middle School,Nearly All Students,2015_2017,Percent,4.7
06607970,School District,Central Unified,Fresno County,Middle School,Most Students,2015_2017,Percent,40.0
06607970,School District,Central Unified,Fresno County,Middle School,Some Students,2015_2017,Percent,54.1
06607970,School District,Central Unified,Fresno County,Middle School,Few Students,2015_2017,Percent,1.2
06607970,School District,Central Unified,Fresno County,Middle School,Almost No Students,2015_2017,Percent,0.0
06607970,School District,Central Unified,Fresno County,High School,Nearly All Students,2015_2017,Percent,3.4
06607970,School District,Central Unified,Fresno County,High School,Most Students,2015_2017,Percent,35.6
06607970,School District,Central Unified,Fresno County,High School,Some Students,2015_2017,Percent,44.8
06607970,School District,Central Unified,Fresno County,High School,Few Students,2015_2017,Percent,16.1
06607970,School District,Central Unified,Fresno County,High School,Almost No Students,2015_2017,Percent,0.0
06607970,School District,Central Unified,Fresno County,Non_Traditional,Nearly All Students,2015_2017,Percent,0.0
06607970,School District,Central Unified,Fresno County,Non_Traditional,Most Students,2015_2017,Percent,26.7
06607970,School District,Central Unified,Fresno County,Non_Traditional,Some Students,2015_2017,Percent,60.0
06607970,School District,Central Unified,Fresno County,Non_Traditional,Few Students,2015_2017,Percent,6.7
06607970,School District,Central Unified,Fresno County,Non_Traditional,Almost No Students,2015_2017,Percent,6.7
06607980,School District,Central Union Elementary,Kings County,Elementary School,Nearly All Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,Elementary School,Most Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,Elementary School,Some Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,Elementary School,Few Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,Elementary School,Almost No Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,Middle School,Nearly All Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,Middle School,Most Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,Middle School,Some Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,Middle School,Few Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,Middle School,Almost No Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,High School,Nearly All Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,High School,Most Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,High School,Some Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,High School,Few Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,High School,Almost No Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,Non_Traditional,Nearly All Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,Non_Traditional,Most Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,Non_Traditional,Some Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,Non_Traditional,Few Students,2015_2017,Percent,N_A
06607980,School District,Central Union Elementary,Kings County,Non_Traditional,Almost No Students,2015_2017,Percent,N_A
06608130,School District,Ceres Unified,Stanislaus County,Elementary School,Nearly All Students,2015_2017,Percent,N_A
06608130,School District,Ceres Unified,Stanislaus County,Elementary School,Most Students,2015_2017,Percent,N_A
06608130,School District,Ceres Unified,Stanislaus County,Elementary School,Some Students,2015_2017,Percent,N_A
06608130,School District,Ceres Unified,Stanislaus County,Elementary School,Few Students,2015_2017,Percent,N_A
06608130,School District,Ceres Unified,Stanislaus County,Elementary School,Almost No Students,2015_2017,Percent,N_A
06608130,School District,Ceres Unified,Stanislaus County,Middle School,Nearly All Students,2015_2017,Percent,11.6
06608130,School District,Ceres Unified,Stanislaus County,Middle School,Most Students,2015_2017,Percent,63.2
06608130,School District,Ceres Unified,Stanislaus County,Middle School,Some Students,2015_2017,Percent,24.2
06608130,School District,Ceres Unified,Stanislaus County,Middle School,Few Students,2015_2017,Percent,1.1
06608130,School District,Ceres Unified,Stanislaus County,Middle School,Almost No Students,2015_2017,Percent,0.0
06608130,School District,Ceres Unified,Stanislaus County,High School,Nearly All Students,2015_2017,Percent,0.0
06608130,School District,Ceres Unified,Stanislaus County,High School,Most Students,2015_2017,Percent,56.7
06608130,School District,Ceres Unified,Stanislaus County,High School,Some Students,2015_2017,Percent,36.7
06608130,School District,Ceres Unified,Stanislaus County,High School,Few Students,2015_2017,Percent,6.7
06608130,School District,Ceres Unified,Stanislaus County,High School,Almost No Students,2015_2017,Percent,0.0
06608130,School District,Ceres Unified,Stanislaus County,Non_Traditional,Nearly All Students,2015_2017,Percent,12.0
06608130,School District,Ceres Unified,Stanislaus County,Non_Traditional,Most Students,2015_2017,Percent,40.0
06608130,School District,Ceres Unified,Stanislaus County,Non_Traditional,Some Students,2015_2017,Percent,36.0
06608130,School District,Ceres Unified,Stanislaus County,Non_Traditional,Few Students,2015_2017,Percent,12.0
06608130,School District,Ceres Unified,Stanislaus County,Non_Traditional,Almost No Students,2015_2017,Percent,0.0
06608340,School District,Chicago Park Elementary,Nevada County,Elementary School,Nearly All Students,2015_2017,Percent,18.2
06608340,School District,Chicago Park Elementary,Nevada County,Elementary School,Most Students,2015_2017,Percent,69.7
06608340,School District,Chicago Park Elementary,Nevada County,Elementary School,Some Students,2015_2017,Percent,12.1
06608340,School District,Chicago Park Elementary,Nevada County,Elementary School,Few Students,2015_2017,Percent,0.0
06608340,School District,Chicago Park Elementary,Nevada County,Elementary School,Almost No Students,2015_2017,Percent,0.0
06608340,School District,Chicago Park Elementary,Nevada County,Middle School,Nearly All Students,2015_2017,Percent,N_A
06608340,School District,Chicago Park Elementary,Nevada County,Middle School,Most Students,2015_2017,Percent,N_A
06608340,School District,Chicago Park Elementary,Nevada County,Middle School,Some Students,2015_2017,Percent,N_A
06608340,School District,Chicago Park Elementary,Nevada County,Middle School,Few Students,2015_2017,Percent,N_A
06608340,School District,Chicago Park Elementary,Nevada County,Middle School,Almost No Students,2015_2017,Percent,N_A
06608340,School District,Chicago Park Elementary,Nevada County,High School,Nearly All Students,2015_2017,Percent,N_A
06608340,School District,Chicago Park Elementary,Nevada County,High School,Most Students,2015_2017,Percent,N_A
06608340,School District,Chicago Park Elementary,Nevada County,High School,Some Students,2015_2017,Percent,N_A
06608340,School District,Chicago Park Elementary,Nevada County,High School,Few Students,2015_2017,Percent,N_A
06608340,School District,Chicago Park Elementary,Nevada County,High School,Almost No Students,2015_2017,Percent,N_A
06608340,School District,Chicago Park Elementary,Nevada County,Non_Traditional,Nearly All Students,2015_2017,Percent,N_A
06608340,School District,Chicago Park Elementary,Nevada County,Non_Traditional,Most Students,2015_2017,Percent,N_A
06608340,School District,Chicago Park Elementary,Nevada County,Non_Traditional,Some Students,2015_2017,Percent,N_A
06608340,School District,Chicago Park Elementary,Nevada County,Non_Traditional,Few Students,2015_2017,Percent,N_A
06608340,School District,Chicago Park Elementary,Nevada County,Non_Traditional,Almost No Students,2015_2017,Percent,N_A
06608370,School District,Chico Unified,Butte County,Elementary School,Nearly All Students,2015_2017,Percent,20.5
06608370,School District,Chico Unified,Butte County,Elementary School,Most Students,2015_2017,Percent,53.8
06608370,School District,Chico Unified,Butte County,Elementary School,Some Students,2015_2017,Percent,20.5
06608370,School District,Chico Unified,Butte County,Elementary School,Few Students,2015_2017,Percent,5.1
06608370,School District,Chico Unified,Butte County,Elementary School,Almost No Students,2015_2017,Percent,0.0
06608370,School District,Chico Unified,Butte County,Middle School,Nearly All Students,2015_2017,Percent,0.0
06608370,School District,Chico Unified,Butte County,Middle School,Most Students,2015_2017,Percent,86.4
06608370,School District,Chico Unified,Butte County,Middle School,Some Students,2015_2017,Percent,13.6
06608370,School District,Chico Unified,Butte County,Middle School,Few Students,2015_2017,Percent,0.0
06608370,School District,Chico Unified,Butte County,Middle School,Almost No Students,2015_2017,Percent,0.0
06608370,School District,Chico Unified,Butte County,High School,Nearly All Students,2015_2017,Percent,1.9
06608370,School District,Chico Unified,Butte County,High School,Most Students,2015_2017,Percent,62.3
06608370,School District,Chico Unified,Butte County,High School,Some Students,2015_2017,Percent,35.8
06608370,School District,Chico Unified,Butte County,High School,Few Students,2015_2017,Percent,0.0
06608370,School District,Chico Unified,Butte County,High School,Almost No Students,2015_2017,Percent,0.0
06608370,School District,Chico Unified,Butte County,Non_Traditional,Nearly All Students,2015_2017,Percent,0.0
06608370,School District,Chico Unified,Butte County,Non_Traditional,Most Students,2015_2017,Percent,12.5
06608370,School District,Chico Unified,Butte County,Non_Traditional,Some Students,2015_2017,Percent,62.5
06608370,School District,Chico Unified,Butte County,Non_Traditional,Few Students,2015_2017,Percent,20.8
06608370,School District,Chico Unified,Butte County,Non_Traditional,Almost No Students,2015_2017,Percent,4.2
06608460,School District,Chino Valley Unified,San Bernardino County,Elementary School,Nearly All Students,2015_2017,Percent,13.2
06608460,School District,Chino Valley Unified,San Bernardino County,Elementary School,Most Students,2015_2017,Percent,64.7
06608460,School District,Chino Valley Unified,San Bernardino County,Elementary School,Some Students,2015_2017,Percent,20.6
06608460,School District,Chino Valley Unified,San Bernardino County,Elementary School,Few Students,2015_2017,Percent,1.5
06608460,School District,Chino Valley Unified,San Bernardino County,Elementary School,Almost No Students,2015_2017,Percent,0.0
06608460,School District,Chino Valley Unified,San Bernardino County,Middle School,Nearly All Students,2015_2017,Percent,9.4
06608460,School District,Chino Valley Unified,San Bernardino County,Middle School,Most Students,2015_2017,Percent,55.5
06608460,School District,Chino Valley Unified,San Bernardino County,Middle School,Some Students,2015_2017,Percent,33.6
06608460,School District,Chino Valley Unified,San Bernardino County,Middle School,Few Students,2015_2017,Percent,1.6
06608460,School District,Chino Valley Unified,San Bernardino County,Middle School,Almost No Students,2015_2017,Percent,0.0
06608460,School District,Chino Valley Unified,San Bernardino County,High School,Nearly All Students,2015_2017,Percent,10.9
06608460,School District,Chino Valley Unified,San Bernardino County,High School,Most Students,2015_2017,Percent,54.5
06608460,School District,Chino Valley Unified,San Bernardino County,High School,Some Students,2015_2017,Percent,32.7
06608460,School District,Chino Valley Unified,San Bernardino County,High School,Few Students,2015_2017,Percent,1.8
06608460,School District,Chino Valley Unified,San Bernardino County,High School,Almost No Students,2015_2017,Percent,0.0
06608460,School District,Chino Valley Unified,San Bernardino County,Non_Traditional,Nearly All Students,2015_2017,Percent,7.7
06608460,School District,Chino Valley Unified,San Bernardino County,Non_Traditional,Most Students,2015_2017,Percent,38.5
06608460,School District,Chino Valley Unified,San Bernardino County,Non_Traditional,Some Students,2015_2017,Percent,46.2
06608460,School District,Chino Valley Unified,San Bernardino County,Non_Traditional,Few Students,2015_2017,Percent,7.7
06608460,School District,Chino Valley Unified,San Bernardino County,Non_Traditional,Almost No Students,2015_2017,Percent,0.0
06608550,School District,Chowchilla Union High,Madera County,Elementary School,Nearly All Students,2015_2017,Percent,N_A
06608550,School District,Chowchilla Union High,Madera County,Elementary School,Most Students,2015_2017,Percent,N_A
06608550,School District,Chowchilla Union High,Madera County,Elementary School,Some Students,2015_2017,Percent,N_A
06608550,School District,Chowchilla Union High,Madera County,Elementary School,Few Students,2015_2017,Percent,N_A
06608550,School District,Chowchilla Union High,Madera County,Elementary School,Almost No Students,2015_2017,Percent,N_A
06608550,School District,Chowchilla Union High,Madera County,Middle School,Nearly All Students,2015_2017,Percent,N_A
06608550,School District,Chowchilla Union High,Madera County,Middle School,Most Students,2015_2017,Percent,N_A
06608550,School District,Chowchilla Union High,Madera County,Middle School,Some Students,2015_2017,Percent,N_A
06608550,School District,Chowchilla Union High,Madera County,Middle School,Few Students,2015_2017,Percent,N_A
06608550,School District,Chowchilla Union High,Madera County,Middle School,Almost No Students,2015_2017,Percent,N_A
06608550,School District,Chowchilla Union High,Madera County,High School,Nearly All Students,2015_2017,Percent,2.8
06608550,School District,Chowchilla Union High,Madera County,High School,Most Students,2015_2017,Percent,47.2
06608550,School District,Chowchilla Union High,Madera County,High School,Some Students,2015_2017,Percent,50.0
06608550,School District,Chowchilla Union High,Madera County,High School,Few Students,2015_2017,Percent,0.0
06608550,School District,Chowchilla Union High,Madera County,High School,Almost No Students,2015_2017,Percent,0.0
06608550,School District,Chowchilla Union High,Madera County,Non_Traditional,Nearly All Students,2015_2017,Percent,N_A
06608550,School District,Chowchilla Union High,Madera County,Non_Traditional,Most Students,2015_2017,Percent,N_A
06608550,School District,Chowchilla Union High,Madera County,Non_Traditional,Some Students,2015_2017,Percent,N_A
06608550,School District,Chowchilla Union High,Madera County,Non_Traditional,Few Students,2015_2017,Percent,N_A
06608550,School District,Chowchilla Union High,Madera County,Non_Traditional,Almost No Students,2015_2017,Percent,N_A
06608610,School District,Chula Vista Elementary,San Diego County,Elementary School,Nearly All Students,2015_2017,Percent,11.3
06608610,School District,Chula Vista Elementary,San Diego County,Elementary School,Most Students,2015_2017,Percent,59.9
06608610,School District,Chula Vista Elementary,San Diego County,Elementary School,Some Students,2015_2017,Percent,26.3
06608610,School District,Chula Vista Elementary,San Diego County,Elementary School,Few Students,2015_2017,Percent,2.5
06608610,School District,Chula Vista Elementary,San Diego County,Elementary School,Almost No Students,2015_2017,Percent,0.0
06608610,School District,Chula Vista Elementary,San Diego County,Middle School,Nearly All Students,2015_2017,Percent,N_A
06608610,School District,Chula Vista Elementary,San Diego County,Middle School,Most Students,2015_2017,Percent,N_A
06608610,School District,Chula Vista Elementary,San Diego County,Middle School,Some Students,2015_2017,Percent,N_A
06608610,School District,Chula Vista Elementary,San Diego County,Middle School,Few Students,2015_2017,Percent,N_A
06608610,School District,Chula Vista Elementary,San Diego County,Middle School,Almost No Students,2015_2017,Percent,N_A
06608610,School District,Chula Vista Elementary,San Diego County,High School,Nearly All Students,2015_2017,Percent,N_A
